Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Australia,AUS,58.6650009155273,58.8199996948242,58.7070007324219,58.9529991149902,58.8240013122559,58.7039985656738,58.6450004577637,59.0579986572266,59.2400016784668,59.2099990844727
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Austria,AUT,52.6759986877441,53.3730010986328,53.5069999694824,53.8400001525879,54.3359985351563,54.5970001220703,54.5610008239746,54.5359992980957,54.9469985961914,54.951000213623
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Azerbaijan,AZE,62.2869987487793,61.8639984130859,61.3759994506836,60.7649993896484,61.1040000915527,61.3230018615723,61.9230003356934,62.5169982910156,62.9630012512207,62.9080009460449
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Bahamas, The",BHS,70.0009994506836,69.8880004882813,70.0910034179688,69.9919967651367,70.0869979858398,70.0699996948242,70.0090026855469,69.870002746582,69.7959976196289,69.9710006713867
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bahrain,BHR,41.5009994506836,42.6040000915527,43.7630004882813,43.0040016174316,43.2029991149902,43.4049987792969,43.6150016784668,43.8009986877441,43.9010009765625,44.0359992980957
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bangladesh,BGD,29.0389995574951,29.5160007476807,29.9990005493164,30.4669990539551,30.9409999847412,31.4220008850098,31.9099998474121,32.4029998779297,32.8899993896484,33.0369987487793
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Barbados,BRB,63.8170013427734,63.6069984436035,63.492000579834,63.2879981994629,62.0610008239746,63.2309989929199,61.8559989929199,61.8600006103516,62.568000793457,62.2470016479492
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Belarus,BLR,56.6920013427734,57.140998840332,57.5279998779297,57.8489990234375,58.1230010986328,58.3450012207031,58.5139999389648,58.6290016174316,58.6529998779297,58.4360008239746
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Belgium,BEL,46.7309989929199,46.7470016479492,47.4910011291504,46.8059997558594,46.8899993896484,47.5950012207031,48.0099983215332,48.023998260498,47.765998840332,47.8079986572266
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Belize,BLZ,49.8030014038086,51.125,52.4440002441406,53.4980010986328,54.5270004272461,53.701000213623,52.9300003051758,52.2120018005371,52.7680015563965,53.2389984130859
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Benin,BEN,68.609001159668,68.9339981079102,69.2239990234375,68.0879974365234,68.1539993286133,68.2480010986328,68.3440017700195,68.4130020141602,68.4970016479492,68.693000793457
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bhutan,BTN,67.0230026245117,67.1110000610352,64.556999206543,62.2700004577637,63.5029983520508,58.1870002746582,54.9309997558594,57.7649993896484,57.5709991455078,58.0340003967285
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bolivia,BOL,62.2389984130859,62.3650016784668,62.0190010070801,61.6520004272461,57.9449996948242,58.8219985961914,60.9000015258789,54.5099983215332,55.0309982299805,55.1469993591309
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bosnia and Herzegovina,BIH,37.4620018005371,37.2939987182617,37.1310005187988,36.8950004577637,36.5950012207031,36.2980003356934,35.9720001220703,35.673999786377,35.2690010070801,35.1609992980957
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Botswana,BWA,55.9850006103516,56.2639999389648,53.5460014343262,57.4259986877441,61.1069984436035,64.5540008544922,64.8140029907227,65.0270004272461,65.2460021972656,65.6139984130859
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Brazil,BRA,55.8250007629395,56.0149993896484,54.5810012817383,53.1319999694824,53.0769996643066,52.976001739502,52.859001159668,53.3779983520508,53.3219985961914,53.2039985656738
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Brunei Darussalam,BRN,57.2840003967285,57.632999420166,58.0429992675781,58.4900016784668,58.9090003967285,59.3139991760254,59.7179985046387,59.3979988098145,59.0299987792969,59.0250015258789
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Bulgaria,BGR,48.8419990539551,48.0890007019043,47.6980018615723,47.2179985046387,47.8230018615723,48.5270004272461,48.6290016174316,48.632999420166,47.7630004882813,47.7700004577637
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Burkina Faso,BFA,60.4700012207031,60.0929985046387,59.7179985046387,59.3409996032715,58.9710006713867,58.6069984436035,58.2490005493164,58.3059997558594,58.367000579834,58.1479988098145
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Burundi,BDI,80.9169998168945,80.6100006103516,80.3499984741211,80.1119995117188,79.9169998168945,79.7480010986328,79.5739974975586,79.8690032958984,80.125,80.213996887207
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cabo Verde,CPV,45.3300018310547,45.6679992675781,46.0330009460449,46.5069999694824,47.0089988708496,47.5330009460449,48.0620002746582,48.564998626709,49.1150016784668,49.5460014343262
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cambodia,KHM,80.1969985961914,81.0199966430664,81.8440017700195,81.6080017089844,81.3740005493164,81.1520004272461,80.9720001220703,80.822998046875,80.6999969482422,80.9400024414063
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cameroon,CMR,70.4550018310547,70.5080032348633,70.5810012817383,70.681999206543,70.7900009155273,70.9029998779297,71.0070037841797,71.0940017700195,71.161003112793,71.2330017089844
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Canada,CAN,61.9860000610352,61.875,61.8580017089844,61.601001739502,61.6139984130859,61.6839981079102,61.0870018005371,60.7719993591309,60.806999206543,60.6889991760254
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Central African Republic,CAF,64.1470031738281,64.1389999389648,64.1330032348633,64.1389999389648,64.109001159668,63.6500015258789,63.5200004577637,63.3930015563965,63.3810005187988,63.3400001525879
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Chad,TCD,64.7949981689453,64.7870025634766,64.8479995727539,64.806999206543,64.8339996337891,64.8379974365234,64.8519973754883,64.8280029296875,64.7369995117188,64.7730026245117
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Channel Islands,CHI,50.0069999694824,49.9630012512207,50.1650009155273,49.023998260498,49.0900001525879,49.1199989318848,49.4300003051758,49.6380004882813,49.7319984436035,49.476001739502
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Chile,CHL,43.1049995422363,43.3790016174316,47.0589981079102,48.9449996948242,49.1549987792969,49.5670013427734,50.1300010681152,50.1080017089844,50.351001739502,50.5820007324219
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,China,CHN,64.9240036010742,64.3759994506836,63.7770004272461,63.5330009460449,63.2960014343262,63.0589981079102,62.7750015258789,62.4360008239746,62.0340003967285,61.4879989624023
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Colombia,COL,53.7200012207031,55.1259994506836,56.1969985961914,57.2799987792969,58.4570007324219,58.6310005187988,58.3580017089844,58.9679985046387,58.6230010986328,58.8050003051758
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Comoros,COM,33.9269981384277,34.1590003967285,34.4010009765625,34.6129989624023,34.8429985046387,35.0859985351563,35.3219985961914,35.5550003051758,35.7620010375977,35.9500007629395
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Congo, Dem. Rep.",COD,71.2310028076172,71.2269973754883,71.2490005493164,71.2839965820313,71.3190002441406,71.3550033569336,71.3850021362305,71.3899993896484,71.370002746582,71.3690032958984
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Congo, Rep.",COG,67.1719970703125,67.3560028076172,67.5370025634766,67.5989990234375,67.6240005493164,67.6139984130859,67.5989990234375,67.5390014648438,67.4509963989258,67.4000015258789
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Costa Rica,CRI,46.0480003356934,46.3429985046387,44.1450004577637,46.1879997253418,45.9269981384277,46.4669990539551,49.3359985351563,48.8040008544922,45.0229988098145,45.3250007629395
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cote d'Ivoire,CIV,48.2360000610352,48.2029991149902,48.1660003662109,48.1240005493164,48.0859985351563,48.0550003051758,48.0379981994629,48.0410003662109,48.0530014038086,48.1069984436035
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Croatia,HRV,45.9039993286133,46.8359985351563,46.193000793457,44.6279983520508,44.556999206543,44.6129989624023,46.5060005187988,46.9900016784668,45.5559997558594,45.4860000610352
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cuba,CUB,41.609001159668,42.6430015563965,42.2869987487793,42.3009986877441,42.2949981689453,42.2330017089844,42.0200004577637,41.9259986877441,41.5699996948242,41.4599990844727
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Cyprus,CYP,55.564998626709,56.5029983520508,57.6100006103516,56.8170013427734,56.1809997558594,56.2610015869141,57.8120002746582,57.8880004882813,58.0690002441406,58.0779991149902
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Czech Republic,CZE,49.3489990234375,49.5089988708496,49.2319984436035,49.431999206543,50.0660018920898,50.9879989624023,50.9679985046387,51.4220008850098,52.0660018920898,51.9580001831055
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Denmark,DNK,61.0550003051758,60.6100006103516,59.798999786377,59.6310005187988,59.1080017089844,58.5859985351563,58.0110015869141,57.7099990844727,59.3120002746582,59.1809997558594
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Djibouti,DJI,47.1399993896484,47.3330001831055,47.5530014038086,47.8359985351563,48.1580009460449,48.4970016479492,48.8339996337891,49.1479988098145,49.3790016174316,49.4650001525879
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Dominican Republic,DOM,48.5890007019043,46.9869995117188,49.3040008544922,51.3349990844727,52.064998626709,52.423999786377,53.2050018310547,53.9480018615723,54.3390007019043,54.375
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ecuador,ECU,53.9280014038086,52.7949981689453,49.8839988708496,49.0559997558594,50.2970008850098,49.4529991149902,48.5169982910156,52.2029991149902,55.8079986572266,55.423999786377
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Egypt, Arab Rep.",EGY,22.798999786377,22.8640003204346,22.7800006866455,21.923999786377,22.1140003204346,22.8390007019043,22.5289993286133,22.2199993133545,22.0429992675781,22.1830005645752
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,El Salvador,SLV,46.5810012817383,46.6100006103516,46.3979988098145,46.7270011901855,47.0660018920898,48.2050018310547,47.6640014648438,47.1459999084473,46.6689987182617,46.9679985046387
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Equatorial Guinea,GNQ,54.7519989013672,55.1220016479492,55.4230003356934,55.4519996643066,55.5719985961914,55.6800003051758,55.9000015258789,56.1100006103516,55.7560005187988,55.6650009155273
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Eritrea,ERI,74.3249969482422,74.5370025634766,74.7190017700195,74.9219970703125,75.0970001220703,75.2210006713867,75.3199996948242,75.379997253418,75.4140014648438,75.4359970092773
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Estonia,EST,54.8880004882813,54.7389984130859,55.0250015258789,55.560001373291,55.3610000610352,55.3380012512207,54.5909996032715,55.9900016784668,56.4729995727539,56.3629989624023
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Eswatini,SWZ,39.6699981689453,39.976001739502,40.2869987487793,40.6349983215332,41.0149993896484,41.4109992980957,41.7779998779297,42.1139984130859,42.398998260498,42.6570014953613
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ethiopia,ETH,77.9670028686523,77.7979965209961,77.6259994506836,77.4710006713867,77.318000793457,77.1709976196289,77.109001159668,77.0429992675781,76.9970016479492,77.2160034179688
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Fiji,FJI,38.0550003051758,38.5190010070801,39.0120010375977,39.523998260498,40.0470008850098,40.568000793457,41.0699996948242,40.9210014343262,40.8190002441406,40.7700004577637
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Finland,FIN,57.4389991760254,57.0209999084473,56.0250015258789,55.8110008239746,55.9440002441406,55.5,55.5060005187988,55.5209999084473,54.9539985656738,54.806999206543
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,France,FRA,50.685001373291,50.9700012207031,50.9230003356934,50.7750015258789,50.9309997558594,51.0810012817383,50.8870010375977,50.7290000915527,50.6749992370605,50.5639991760254
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,French Polynesia,PYF,47.7509994506836,48.0190010070801,48.2000007629395,48.507999420166,48.7890014648438,48.6440010070801,48.4459991455078,48.2109985351563,47.9640007019043,47.8240013122559
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Gabon,GAB,38.9710006713867,39.3919982910156,39.8889999389648,40.3390007019043,40.806999206543,41.3050003051758,41.8139991760254,42.3409996032715,42.523998260498,42.8549995422363
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Gambia, The",GMB,49.6020011901855,49.9370002746582,50.2589988708496,50.5709991455078,50.8650016784668,50.9230003356934,50.9539985656738,51.0400009155273,51.0810012817383,51.2249984741211
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Georgia,GEO,54.3730010986328,54.1990013122559,56.023998260498,56.4259986877441,57.4690017700195,56.9550018310547,57.4160003662109,58.875,57.7369995117188,57.8660011291504
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Germany,DEU,52.1319999694824,52.5309982299805,52.7879981994629,53.6570014953613,53.7039985656738,54.310001373291,54.5149993896484,54.6080017089844,54.9599990844727,55.0270004272461
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ghana,GHA,73.5019989013672,73.6470031738281,73.7939987182617,73.9759979248047,74.1439971923828,74.3030014038086,74.3990020751953,74.4990005493164,74.5970001220703,74.7720031738281
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Greece,GRC,43.1380004882813,44.1759986877441,44.75,44.568000793457,44.875,44.7220001220703,44.851001739502,45.4739990234375,45.7019996643066,45.5
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Guam,GUM,55.2480010986328,55.076000213623,54.8199996948242,54.5410003662109,54.2760009765625,54.0279998779297,53.765998840332,53.4930000305176,53.2610015869141,53.0219993591309
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Guatemala,GTM,44.2799987792969,42.9860000610352,41.7109985351563,40.4560012817383,46.2960014343262,40.685001373291,40.9000015258789,39.1150016784668,40.6290016174316,40.6310005187988
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Guinea,GIN,62.8170013427734,62.8170013427734,62.8419990539551,62.8680000305176,62.9049987792969,62.9360008239746,62.9529991149902,62.9650001525879,62.9980010986328,63.015998840332
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Guinea-Bissau,GNB,64.5449981689453,64.6269989013672,64.7360000610352,64.8850021362305,64.9690017700195,65.0790023803711,65.1999969482422,65.3280029296875,65.4400024414063,65.5630035400391
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Guyana,GUY,36.109001159668,36.601001739502,37.0410003662109,37.8209991455078,38.515998840332,39.2029991149902,39.7620010375977,40.2179985046387,40.5579986572266,40.7120018005371
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Haiti,HTI,60.3059997558594,60.773998260498,60.648998260498,61.2900009155273,61.7789993286133,62.3680000305176,62.8419990539551,63.1769981384277,63.5089988708496,63.8279991149902
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Honduras,HND,42.0699996948242,42.898998260498,44.4939994812012,42.4900016784668,40.4930000305176,43.6759986877441,46.8740005493164,50.2929992675781,50.8400001525879,50.8849983215332
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Hong Kong SAR, China",HKG,52.4879989624023,52.6370010375977,51.3930015563965,52.382999420166,53.2130012512207,54.0509986877441,54.2109985351563,54.4679985046387,54.2130012512207,54.0250015258789
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Hungary,HUN,42.6829986572266,42.7910003662109,43.7770004272461,43.9020004272461,44.8009986877441,44.9080009460449,46.2809982299805,47.2529983520508,47.9620018005371,47.9109992980957
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Iceland,ISL,70.9120025634766,70.2639999389648,70.6340026855469,70.2149963378906,70.838996887207,71.4810028076172,72.1470031738281,73.0979995727539,73.1719970703125,72.8330001831055
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,India,IND,31.6900005340576,30.0970001220703,28.5550003051758,27.6700000762939,26.8090000152588,26.9610004425049,27.117000579834,27.2670001983643,27.4479999542236,27.2089996337891
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Indonesia,IDN,51.0480003356934,51.0970001220703,51.8580017089844,51.4360008239746,51.0089988708496,50.5719985961914,50.4539985656738,48.8810005187988,50.7620010375977,50.7360000610352
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Iran, Islamic Rep.",IRN,15.4860000610352,16.3640003204346,15.9460000991821,15.326000213623,14.7440004348755,14.1969995498657,13.6800003051758,15.1529998779297,17.0790004730225,16.8430004119873
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Iraq,IRQ,18.0160007476807,18.0249996185303,18.0499992370605,18.121000289917,18.2290000915527,18.3129997253418,18.3600006103516,18.4179992675781,18.4829998016357,18.7250003814697
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Ireland,IRL,54.390998840332,53.7890014648438,53.2960014343262,52.992000579834,52.742000579834,53.1279983520508,52.7150001525879,52.6269989013672,53.2410011291504,52.976001739502
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Israel,ISR,55.9519996643066,56.8320007324219,57.0289993286133,56.7949981689453,57.9669990539551,58.1319999694824,59.0279998779297,58.9860000610352,59.3720016479492,59.3409996032715
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Italy,ITA,38.390998840332,37.8940010070801,37.7849998474121,37.935001373291,39.1629981994629,39.0320014953613,39.4000015258789,39.0029983520508,39.6349983215332,39.5299987792969
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Jamaica,JAM,56.1189994812012,56.0019989013672,56.0589981079102,56.2360000610352,56.314998626709,56.4599990844727,56.6020011901855,56.7330017089844,57.0200004577637,57.2939987182617
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Japan,JPN,48.5880012512207,48.8160018920898,48.7249984741211,48.2929992675781,48.2859992980957,49.0320014953613,49.4749984741211,49.8530006408691,50.5999984741211,50.4959983825684
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Jordan,JOR,14.7530002593994,15.503999710083,15.2889995574951,15.2259998321533,14.8330001831055,13.8640003204346,13.8690004348755,13.8940000534058,13.8959999084473,13.9589996337891
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kazakhstan,KAZ,65.6350021362305,65.1240005493164,65.359001159668,65.3560028076172,65.4120025634766,65.4879989624023,65.5670013427734,65.4100036621094,65.4130020141602,65.375
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kenya,KEN,61.0099983215332,61.2840003967285,61.5299987792969,61.757999420166,61.9339981079102,62.0849990844727,62.2249984741211,62.3689994812012,62.5139999389648,62.439998626709
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,"Korea, Dem. People’s Rep.",PRK,75.0910034179688,74.9879989624023,74.8949966430664,74.7910003662109,74.6959991455078,74.6110000610352,74.5400009155273,74.4820022583008,74.4390029907227,74.4120025634766
