"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.1666666,,
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.1666666,,
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.6666666,,
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.6666666,,
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.6666666,,
"AUS","Australia","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.6666666,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3690476,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3690476,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3690476,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3690476,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3690476,,
"AUT","Austria","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3690476,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.8928572,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.8928572,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.0833333,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.0833333,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.8928572,,
"BEL","Belgium","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.8928572,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,0.92063493,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,0.92063493,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,0.92063493,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,0.92063493,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,0.92063493,,
"CAN","Canada","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,0.92063493,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,3.0515873,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,3.0515873,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,3.0515873,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,3.0515873,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.9246032,,
"CZE","Czech Republic","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.9246032,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.1349206,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.1349206,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.1349206,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.1984127,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.1984127,,
"DNK","Denmark","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.1984127,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.1666667,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.1666667,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.1666667,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.1666667,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.1666667,,
"FIN","Finland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.1666667,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.4682541,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3849206,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3849206,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3849206,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3849206,,
"FRA","France","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3849206,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.6785715,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.6785715,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.6785715,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.6785715,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6785715,,
"DEU","Germany","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6785715,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.8015873,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.8015873,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.8015873,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.1666667,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.1666667,,
"GRC","Greece","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.1190476,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.0039682,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.0039682,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.0039682,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.0039682,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.0039682,,
"HUN","Hungary","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.5873016,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.7301587,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.7301587,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.7301587,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.7301587,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.7301587,,
"ISL","Iceland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.7301587,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.2698413,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.3968254,,
"IRL","Ireland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.3968254,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.7619047,,
"ITA","Italy","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6785715,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.3690476,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.3690476,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.3690476,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.3690476,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.3690476,,
"JPN","Japan","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3690476,,
"KOR","Korea","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3690476,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2460318,,
"LUX","Luxembourg","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.2460318,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.1944444,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.1944444,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.1944444,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.1944444,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.1944444,,
"MEX","Mexico","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.0277777,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.8849206,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.8214285,,
"NLD","Netherlands","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.8214285,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.5595238,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.5595238,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.5595238,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.5595238,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.3928572,,
"NZL","New Zealand","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.3928572,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3333333,,
"NOR","Norway","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3333333,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2301588,,
"POL","Poland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.2301588,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,4.4166665,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,4.1309524,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,4.1309524,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,3.5595238,,
"PRT","Portugal","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,3.1845238,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2222223,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.7142857,,
"SVK","Slovak Republic","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.8412699,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3571429,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.2142856,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.2142856,,
"ESP","Spain","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.0476191,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6071429,,
"SWE","Sweden","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6071429,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.5952381,,
"CHE","Switzerland","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.5952381,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.3095238,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.3095238,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.3095238,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.3095238,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.3095238,,
"TUR","Turkey","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.3095238,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.2619047,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.2619047,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.2619047,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.2619047,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.2619047,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.0952381,,
"GBR","United Kingdom","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.0952381,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,0.25666666,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,0.25666666,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,0.25666666,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,0.25666666,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,0.25666666,,
"USA","United States","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,0.25666666,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.0357144,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.0357144,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.0357144,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.0357144,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.0357144,,
"ISR","Israel","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.0357144,,
"BRA","Brazil","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,1.4325397,,
"BRA","Brazil","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,1.4325397,,
"BRA","Brazil","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.4325397,,
"BRA","Brazil","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.4325397,,
"BRA","Brazil","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.5277778,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.6269841,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.6269841,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.6269841,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.6269841,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6269841,,
"CHL","Chile","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6269841,,
"CHN","China","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,3.2579365,,
"CHN","China","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,3.2579365,,
"CHN","China","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,3.2579365,,
"CHN","China","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,3.2579365,,
"CHN","China","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,3.2579365,,
"IDN","Indonesia","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,4.075397,,
"IDN","Indonesia","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,4.075397,,
"IDN","Indonesia","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,4.075397,,
"IDN","Indonesia","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,4.075397,,
"IDN","Indonesia","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,4.075397,,
"IND","India","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,3.2857141,,
"IND","India","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,3.2857141,,
"IND","India","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,3.2857141,,
"IND","India","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,3.2857141,,
"IND","India","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,3.2857141,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.6507936,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.6507936,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.6507936,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.6031747,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6031747,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.6031747,,
"SVN","Slovenia","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,2.15873,,
"ZAF","South Africa","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.15873,,
"ZAF","South Africa","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.15873,,
"ZAF","South Africa","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,2.15873,,
"ZAF","South Africa","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.15873,,
"ZAF","South Africa","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.15873,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,2.7420635,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,2.7420635,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,1.8095238,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.8095238,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.8095238,,
"EST","Estonia","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.8095238,,
"RUS","Russian Federation","EPRC_V1","Version 1 (1985-2013)","2008","2008","IDX","Index","0","Units",,,3.0634921,,
"RUS","Russian Federation","EPRC_V1","Version 1 (1985-2013)","2009","2009","IDX","Index","0","Units",,,3.0634921,,
"RUS","Russian Federation","EPRC_V1","Version 1 (1985-2013)","2010","2010","IDX","Index","0","Units",,,3.0634921,,
"RUS","Russian Federation","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,3.0634921,,
"RUS","Russian Federation","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,3.0634921,,
"LVA","Latvia","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.6865079,,
